task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:33077422,Clinical Medicine,"Clinical trial methodology, pediatric research ethics",4.33,hard,18,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,343.68,5178,4469,,,,,,,,
PMID:38242126,Oncology,Brain Metastasis,3.67,hard,14,opentargets;pubmed,ncbi_datasets;opentargets;pubmed,0.667,310.09,7017,3013,,,,,,,,
PMID:37172874,Infectious Disease & Immunology,,4.0,hard,0,,,,83.11,64,3780,,,,,,,,
PMID:29794677,Clinical Medicine,,5.0,hard,0,,,,83.09,53,3067,,,,,,,,
PMID:38391684,Surgical Sciences,Tissue Engineering & Regenerative Medicine,4.0,hard,17,chembl;kegg;pubmed,chembl;kegg;pubchem;pubmed,0.75,413.41,7202,4676,,,,,,,,
PMID:31080045,Clinical Medicine,Gerontology and aging biology,3.67,hard,23,ncbi_datasets;pubmed;uniprot,ncbi_datasets;pubmed;uniprot,1.0,386.72,6824,4479,,,,,,,,
NCT01449240,Rare & Orphan Diseases,Neurodevelopmental Disorders; Lysosomal Storage Diseases,5.0,hard,13,clinicaltrialsgov;ncbi_datasets;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,1.0,277.84,4809,2044,,,,,,,,
NCT01182883,Oncology,Pediatric Oncology,4.0,hard,23,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,1.0,452.99,13520,3228,,,,,,,,
2108.06684v1,Genomics & Precision Medicine,Complex Trait Genetics and GWAS,4.67,hard,24,ncbi_datasets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,405.06,8302,3940,,,,,,,,
PMID:33142986,Pharmacology & Drug Discovery,Radiation protection drug development,3.67,hard,19,chembl;clinicaltrialsgov;openfda;pubmed,chembl;clinicaltrialsgov;openfda;pubmed,1.0,406.42,7878,4187,,,,,,,,
PMID:28980761,Clinical Medicine,Nephrology & Mineral Metabolism,4.0,hard,14,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;pubmed,1.0,316.21,6415,2813,,,,,,,,
PMID:38280375,Clinical Medicine,Gastroenterology,3.67,hard,18,opentargets;pubmed,opentargets;pubmed,1.0,310.39,7977,756,,,,,,,,
PMID:30218025,Infectious Disease & Immunology,Autoinflammatory Diseases,4.0,hard,14,pubmed;uniprot,pubmed;uniprot,1.0,277.92,5126,3646,,,,,,,,
PMID:32330676,Surgical Sciences,Pediatric Neurosurgery,4.0,hard,17,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,309.7,6184,3938,,,,,,,,
2507.18602v1,Genomics & Precision Medicine,Biomarker Discovery and Gerontology,4.33,hard,15,ncbi_datasets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,245.12,5542,3342,,,,,,,,
PMID:36271779,Surgical Sciences,Lymphatic Surgery & Regenerative Medicine,3.67,hard,15,clinicaltrialsgov;ncbi_datasets;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,1.0,241.5,5325,3551,,,,,,,,
PMID:34532856,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.33,medium,10,pubmed,ncbi_datasets;opentargets;pubmed,0.333,170.77,3803,3328,,,,,,,,
PMID:35802350,Clinical Medicine,Palliative Medicine,3.33,medium,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,134.81,4402,2385,,,,,,,,
PMID:33330129,Clinical Medicine,Lactation physiology and immunology,3.67,hard,13,biomcp;ncbi_datasets;pubmed,biomcp;ncbi_datasets;pubmed,1.0,145.79,5760,3169,,,,,,,,
PMID:1626073,Infectious Disease & Immunology,Autoimmunity,4.0,hard,14,chembl;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.75,151.01,6798,3315,,,,,,,,
hsa05410,Cardiovascular Medicine,Cardiomyopathy & Sudden Cardiac Death Risk,3.67,hard,12,biomcp;pubmed;uniprot,biomcp;pubmed;uniprot,1.0,125.17,4954,3530,,,,,,,,
